time;ahrsDataKalman.angData[0];ahrsDataKalman.angData[1];ahrsDataKalman.angData[2];ahrsDataMahony.angData[0];ahrsDataMahony.angData[1];ahrsDataMahony.angData[2]
2024-09-08-01:09:18.248552;0.025681152343750124;-0.347462158203125;0.0;0.0011499023437497868;-0.3198645019531252;-0.010157470703124893;
2024-09-08-01:09:18.251212;0.01724853515624991;-0.3468872070312501;0.0;0.0011499023437497868;-0.31641479492187496;-0.010349121093749858;
2024-09-08-01:09:18.252803;0.013032226562499805;-0.344970703125;0.0;0.0011499023437497868;-0.31468994140624984;-0.010349121093749858;
2024-09-08-01:09:18.255628;0.008432617187500213;-0.34420410156250014;0.0;0.0009582519531248224;-0.31104858398437507;-0.010540771484374822;
2024-09-08-01:09:18.257045;0.005366210937499893;-0.34132934570312523;0.0;0.0009582519531248224;-0.3075988769531248;-0.010732421874999787;
2024-09-08-01:09:18.261608;0.004024658203125142;-0.33979614257812507;0.0;0.0009582519531248224;-0.30587402343750014;-0.010924072265625195;
2024-09-08-01:09:18.262700;-0.0034497070312498046;-0.3371130371093751;0.0;0.0007666015624998579;-0.30223266601562493;-0.01111572265625016;
2024-09-08-01:09:18.265518;-0.014948730468749893;-0.33557983398437496;0.0;0.00038330078124992895;-0.29686645507812504;-0.011307373046875124;
2024-09-08-01:09:18.267738;-0.014182128906250036;-0.3258056640625;0.0;0.00019165039062496447;-0.29303344726562486;-0.011499023437500089;
2024-09-08-01:09:18.269821;-0.017056884765624947;-0.31660644531249993;0.0;0.00019165039062496447;-0.2892004394531251;-0.011499023437500089;
2024-09-08-01:09:18.271888;-0.025297851562500195;-0.31890624999999995;0.0;0.0;-0.2874755859375;-0.011690673828125053;
2024-09-08-01:09:18.274702;-0.012457275390624911;-0.3037658691406251;0.0;0.0;-0.28345092773437486;-0.011690673828125053;
2024-09-08-01:09:18.276118;-0.01629028320312509;-0.2863256835937502;0.0;-0.00019165039062496447;-0.27942626953125016;-0.011882324218750018;
2024-09-08-01:09:18.287463;-0.014182128906250036;-0.28115112304687484;0.0;-0.00019165039062496447;-0.27750976562500007;-0.011882324218750018;
2024-09-08-01:09:18.288262;-0.01878173828125007;-0.2721435546875002;0.0;-0.00038330078124992895;-0.27348510742187493;-0.012073974609374982;
2024-09-08-01:09:18.288961;-0.021273193359375053;-0.2652441406250001;0.0;-0.00038330078124992895;-0.26946044921875023;-0.012073974609374982;
2024-09-08-01:09:18.289526;-0.01724853515624991;-0.26371093749999996;0.0;-0.00038330078124992895;-0.26754394531250014;-0.012265624999999947;
2024-09-08-01:09:18.290197;-0.01724853515624991;-0.25834472656250007;0.0;-0.00038330078124992895;-0.263519287109375;-0.012265624999999947;
2024-09-08-01:09:18.290928;-0.009390869140625036;-0.25374511718750004;0.0;-0.00038330078124992895;-0.25949462890624986;-0.012457275390624911;
2024-09-08-01:09:18.291492;-0.014757080078124929;-0.2568115234374999;0.0;-0.00038330078124992895;-0.2575781250000002;-0.012648925781249876;
2024-09-08-01:09:18.293055;-0.006132812500000195;-0.24933715820312496;0.0;-0.00019165039062496447;-0.2533618164062501;-0.012648925781249876;
2024-09-08-01:09:18.295187;-0.0024914550781249822;-0.2525952148437498;0.0;-0.00019165039062496447;-0.24952880859374993;-0.01284057617187484;
2024-09-08-01:09:18.297478;0.0009582519531248224;-0.2497204589843749;0.0;-0.00019165039062496447;-0.24761230468749984;-0.013032226562499805;
2024-09-08-01:09:18.299431;0.0015332031250001599;-0.24550415039062523;0.0;0.0;-0.24358764648437514;-0.013223876953125213;
2024-09-08-01:09:18.302700;0.004791259765625;-0.23687988281250005;0.0;0.0;-0.23975463867187496;-0.013415527343750178;
2024-09-08-01:09:18.303703;0.0038330078125001776;-0.23304687499999988;0.0;0.0;-0.2376464843749999;-0.013415527343750178;
2024-09-08-01:09:18.305776;0.004791259765625;-0.22480590820312507;0.0;0.00019165039062496447;-0.2336218261718752;-0.013607177734375142;
2024-09-08-01:09:18.307945;0.011882324218750018;-0.2150317382812501;0.0;0.00038330078124992895;-0.22978881835937504;-0.013798828125000107;
2024-09-08-01:09:18.310014;0.012265624999999947;-0.20755737304687516;0.0;0.00038330078124992895;-0.22787231445312495;-0.013990478515625071;
2024-09-08-01:09:18.312219;0.008240966796874805;-0.2065991210937499;0.0;0.00038330078124992895;-0.2238476562499998;-0.014182128906250036;
2024-09-08-01:09:18.314323;0.015332031249999822;-0.1855175781249998;0.0;0.00038330078124992895;-0.21963134765625014;-0.014373779296875;
2024-09-08-01:09:18.316373;0.013607177734375142;-0.1882006835937502;0.0;0.00038330078124992895;-0.21790649414062502;-0.014373779296875;
2024-09-08-01:09:18.327422;0.015523681640624787;-0.1767016601562501;0.0;0.0005749511718748934;-0.2136901855468749;-0.014565429687499964;
2024-09-08-01:09:18.328026;0.013223876953125213;-0.17478515625000002;0.0;0.0005749511718748934;-0.20985717773437518;-0.014757080078124929;
2024-09-08-01:09:18.328758;0.010924072265625195;-0.1713354492187502;0.0;0.00038330078124992895;-0.2079406738281251;-0.014948730468749893;
2024-09-08-01:09:18.329401;0.004024658203125142;-0.16922729492187516;0.0;0.00019165039062496447;-0.2041076660156249;-0.015140380859374858;
2024-09-08-01:09:18.329966;0.024531249999999893;-0.16213623046875014;0.0;0.00038330078124992895;-0.20046630859375014;-0.015332031249999822;
2024-09-08-01:09:18.330676;0.006707763671875089;-0.1690356445312502;0.0;0.00019165039062496447;-0.19874145507812502;-0.015332031249999822;
2024-09-08-01:09:18.331363;0.018015136718750213;-0.15312866210937504;0.0;0.00038330078124992895;-0.19471679687499988;-0.015523681640624787;
2024-09-08-01:09:18.333323;0.00958251953125;-0.15504516601562512;0.0;0.00019165039062496447;-0.19126708984375007;-0.015523681640624787;
2024-09-08-01:09:18.337537;0.01590698242187516;-0.1456542968750001;0.0;0.00019165039062496447;-0.18935058593749998;-0.015715332031250195;
2024-09-08-01:09:18.339687;0.0009582519531248224;-0.13741333007812484;0.0;0.0;-0.18225952148437496;-0.01590698242187516;
2024-09-08-01:09:18.347540;0.0021081542968750533;-0.13798828125000018;0.0;0.0;-0.18053466796874984;-0.01590698242187516;
2024-09-08-01:09:18.348260;-0.010924072265625195;-0.13262207031249984;0.0;-0.00038330078124992895;-0.17689331054687507;-0.01590698242187516;
2024-09-08-01:09:18.348826;-0.015523681640624787;-0.1259143066406252;0.0;-0.0005749511718748934;-0.1736352539062498;-0.016098632812500124;
2024-09-08-01:09:18.349475;-0.013798828125000107;-0.12361450195312518;0.0;-0.0005749511718748934;-0.1719104003906251;-0.016098632812500124;
2024-09-08-01:09:18.350289;-0.020123291015624822;-0.1239978027343751;0.0;-0.0007666015624998579;-0.16865234374999982;-0.016098632812500124;
2024-09-08-01:09:18.357384;-0.02242309570312484;-0.12208129882812502;0.0;-0.0009582519531248224;-0.16539428710937498;-0.016098632812500124;
2024-09-08-01:09:18.358056;-0.02203979492187491;-0.11805664062499988;0.0;-0.0009582519531248224;-0.16366943359374986;-0.01629028320312509;
2024-09-08-01:09:18.358784;-0.02069824218750016;-0.1184399414062498;0.0;-0.0011499023437497868;-0.16060302734374998;-0.01629028320312509;
2024-09-08-01:09:18.359350;-0.018206787109375178;-0.11575683593749986;0.0;-0.0013415527343751954;-0.1575366210937501;-0.01629028320312509;
2024-09-08-01:09:18.360898;-0.015523681640624787;-0.1163317871093752;0.0;-0.0013415527343751954;-0.15600341796874995;-0.01629028320312509;
2024-09-08-01:09:18.367450;-0.010540771484374822;-0.11460693359375007;0.0;-0.0013415527343751954;-0.15293701171875007;-0.01629028320312509;
2024-09-08-01:09:18.368167;-0.005749511718749822;-0.11748168945312498;0.0;-0.0013415527343751954;-0.15006225585937516;-0.016098632812500124;
2024-09-08-01:09:18.368909;0.018398437500000142;-0.09908325195312484;0.0;-0.0009582519531248224;-0.14833740234375004;-0.016098632812500124;
2024-09-08-01:09:18.369579;-0.014948730468749893;-0.1257226562499998;0.0;-0.0013415527343751954;-0.14584594726562505;-0.01590698242187516;
2024-09-08-01:09:18.371522;0.007091064453125018;-0.10368286132812488;0.0;-0.0011499023437497868;-0.14277954101562518;-0.01590698242187516;
2024-09-08-01:09:18.374249;0.004024658203125142;-0.10904907226562521;0.0;-0.0011499023437497868;-0.14143798828124998;-0.01590698242187516;
2024-09-08-01:09:18.375852;0.0022998046875000178;-0.1115405273437502;0.0;-0.0011499023437497868;-0.13875488281250004;-0.015715332031250195;
2024-09-08-01:09:18.377981;0.005366210937499893;-0.0992749023437498;0.0;-0.0011499023437497868;-0.13588012695312512;-0.015715332031250195;
2024-09-08-01:09:18.379998;-0.0017248535156251243;-0.10176635742187479;0.0;-0.0011499023437497868;-0.13453857421874993;-0.015523681640624787;
2024-09-08-01:09:18.385644;0.0015332031250001599;-0.10540771484375;0.0;-0.0011499023437497868;-0.13185546874999998;-0.015523681640624787;
2024-09-08-01:09:18.386662;0.005749511718749822;-0.10502441406250007;0.0;-0.0011499023437497868;-0.129364013671875;-0.015332031249999822;
2024-09-08-01:09:18.387418;0.004216308593750107;-0.10099975585937493;0.0;-0.0013415527343751954;-0.1280224609374998;-0.015332031249999822;
2024-09-08-01:09:18.388474;0.00632446289062516;-0.10559936523437496;0.0;-0.0013415527343751954;-0.12553100585937482;-0.015332031249999822;
2024-09-08-01:09:18.393994;0.005941162109374787;-0.0992749023437498;0.0;-0.0013415527343751954;-0.12303955078124984;-0.015140380859374858;
2024-09-08-01:09:18.394727;0.0038330078125001776;-0.10080810546874996;0.0;-0.0015332031250001599;-0.12169799804687509;-0.015140380859374858;
2024-09-08-01:09:18.397603;0.0022998046875000178;-0.09869995117187491;0.0;-0.0015332031250001599;-0.1192065429687501;-0.014948730468749893;
2024-09-08-01:09:18.398969;-0.0007666015624998579;-0.0896923828124998;0.0;-0.0017248535156251243;-0.11671508789062512;-0.014948730468749893;
2024-09-08-01:09:18.399844;0.0007666015624998579;-0.09295043945312509;0.0;-0.0017248535156251243;-0.11537353515624993;-0.014948730468749893;
2024-09-08-01:09:18.401196;0.0034497070312498046;-0.09352539062499998;0.0;-0.0019165039062500888;-0.11288208007812495;-0.014948730468749893;
