time;ahrsDataKalman.angData[0];ahrsDataKalman.angData[1];ahrsDataKalman.angData[2]ahrsDataMahony.angData[0];ahrsDataMahony.angData[1];ahrsDataMahony.angData[2]
2024-09-08-01:11:57.968222;-0.004407958984375071;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.970367;-0.0049829101562499645;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.972419;-0.005557861328124858;-0.4881335449218751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.974536;-0.006899414062500053;-0.4877502441406252;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.976653;-0.007666015624999911;-0.48794189453125014;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.978768;-0.008240966796874805;-0.48794189453125014;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.980883;-0.007857666015624876;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.983002;-0.006899414062500053;-0.4875585937500002;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.985124;-0.009199218750000071;-0.4867919921874999;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.987259;-0.008815917968750142;-0.48640869140625;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.990090;-0.00804931640624984;-0.48717529296874984;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.991521;-0.009390869140625036;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.993637;-0.009199218750000071;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.996765;-0.010349121093749858;-0.4875585937500002;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:57.997874;-0.011499023437500089;-0.4867919921874999;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.000720;-0.01111572265625016;-0.48640869140625;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.002710;-0.012073974609374982;-0.4858337402343751;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.004242;-0.011882324218750018;-0.48430053710937493;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.006947;-0.011690673828125053;-0.4833422851562501;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.008466;-0.013415527343750178;-0.4829589843750002;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.010584;-0.013032226562499805;-0.483917236328125;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.012706;-0.013032226562499805;-0.4844921874999999;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.014826;-0.012648925781249876;-0.48468383789062486;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.017403;-0.012457275390624911;-0.48410888671874996;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.019060;-0.011882324218750018;-0.48372558593750004;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.021183;-0.011690673828125053;-0.48410888671874996;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.023304;-0.010732421874999787;-0.483917236328125;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.025419;-0.010924072265625195;-0.48353393554687507;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.027541;-0.010540771484374822;-0.48353393554687507;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.029656;-0.009007568359375107;-0.48468383789062486;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.031771;-0.00804931640624984;-0.4844921874999999;0.0;-0.00804931640624984;-0.4848754882812498;-0.006132812500000195;
2024-09-08-01:11:58.033891;-0.007282714843749982;-0.486217041015625;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.036009;-0.008624267578125178;-0.4858337402343751;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.038123;-0.008240966796874805;-0.48545043945312516;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.040248;-0.006707763671875089;-0.4856420898437501;0.0;-0.00804931640624984;-0.4848754882812498;-0.00632446289062516;
2024-09-08-01:11:58.042377;-0.006132812500000195;-0.4867919921874999;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.044515;-0.004407958984375071;-0.4856420898437501;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.046621;-0.004791259765625;-0.4867919921874999;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.048729;-0.005174560546874929;-0.4873669433593748;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.050843;-0.0045996093750000355;-0.48717529296874984;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.052958;-0.003641357421875213;-0.48890014648437496;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.055100;-0.004024658203125142;-0.4892834472656249;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.057229;-0.0038330078125001776;-0.48909179687499993;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.059328;-0.004407958984375071;-0.4877502441406252;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.061436;-0.0045996093750000355;-0.48832519531250007;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.063555;-0.005749511718749822;-0.4881335449218751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.065670;-0.004407958984375071;-0.48640869140625;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.067792;-0.0045996093750000355;-0.48545043945312516;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.069915;-0.005366210937499893;-0.48468383789062486;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.072033;-0.0049829101562499645;-0.4858337402343751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.074152;-0.005749511718749822;-0.4858337402343751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.076272;-0.004791259765625;-0.48640869140625;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.078387;-0.004407958984375071;-0.4856420898437501;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.080510;-0.006132812500000195;-0.48545043945312516;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.082626;-0.007091064453125018;-0.48717529296874984;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.084741;-0.007091064453125018;-0.4881335449218751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.086862;-0.005366210937499893;-0.48717529296874984;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.088989;-0.006516113281250124;-0.48660034179687495;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.091107;-0.007282714843749982;-0.4858337402343751;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.093248;-0.008432617187500213;-0.48602539062500005;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.095360;-0.007666015624999911;-0.4852587890625002;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.097475;-0.00804931640624984;-0.48506713867187523;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.099593;-0.007857666015624876;-0.4848754882812498;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.101720;-0.007474365234374947;-0.48430053710937493;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.103832;-0.009774169921874964;-0.4856420898437501;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.105948;-0.008815917968750142;-0.48640869140625;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.108067;-0.008432617187500213;-0.48660034179687495;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.110192;-0.010924072265625195;-0.48545043945312516;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.112310;-0.010732421874999787;-0.48430053710937493;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.114429;-0.010540771484374822;-0.48468383789062486;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.116554;-0.009965820312499929;-0.48410888671874996;0.0;-0.007857666015624876;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.118670;-0.010540771484374822;-0.4827673339843752;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.120785;-0.010924072265625195;-0.48315063476562514;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.122905;-0.01111572265625016;-0.48410888671874996;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
2024-09-08-01:11:58.125023;-0.010924072265625195;-0.4852587890625002;0.0;-0.00804931640624984;-0.48506713867187523;-0.00632446289062516;
