time;ahrsDataKalman.angData[0];ahrsDataKalman.angData[1];ahrsDataKalman.angData[2];ahrsDataMahony.angData[0];ahrsDataMahony.angData[1];ahrsDataMahony.angData[2]
2024-09-08-01:10:01.052380;-0.00958251953125;-0.4875585937500002;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.054509;-0.009199218750000071;-0.486217041015625;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.056630;-0.00958251953125;-0.48717529296874984;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.058745;-0.009199218750000071;-0.4875585937500002;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.060860;-0.009199218750000071;-0.48602539062500005;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.062975;-0.01111572265625016;-0.48640869140625;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.065094;-0.010349121093749858;-0.48640869140625;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.067212;-0.009199218750000071;-0.48468383789062486;0.0;-0.006707763671875089;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.069329;-0.009965820312499929;-0.4844921874999999;0.0;-0.006707763671875089;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.071445;-0.010732421874999787;-0.48468383789062486;0.0;-0.006707763671875089;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.073570;-0.010732421874999787;-0.48372558593750004;0.0;-0.006707763671875089;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.075690;-0.01111572265625016;-0.4856420898437501;0.0;-0.006707763671875089;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.077813;-0.01111572265625016;-0.48640869140625;0.0;-0.006899414062500053;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.079935;-0.012457275390624911;-0.48640869140625;0.0;-0.006899414062500053;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.082053;-0.010732421874999787;-0.4848754882812498;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.084175;-0.010157470703124893;-0.48506713867187523;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.086292;-0.008240966796874805;-0.48506713867187523;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.088412;-0.009199218750000071;-0.4844921874999999;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.090537;-0.007666015624999911;-0.48410888671874996;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.092658;-0.008240966796874805;-0.4825756835937498;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.094783;-0.009390869140625036;-0.48123413085937505;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.096920;-0.008815917968750142;-0.48180908203124995;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.099033;-0.009007568359375107;-0.48315063476562514;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.101138;-0.008815917968750142;-0.48545043945312516;0.0;-0.006899414062500053;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.103256;-0.009965820312499929;-0.48410888671874996;0.0;-0.006899414062500053;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.105374;-0.008815917968750142;-0.48180908203124995;0.0;-0.006899414062500053;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.107501;-0.007857666015624876;-0.4810424804687501;0.0;-0.006899414062500053;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.109617;-0.006707763671875089;-0.48142578125;0.0;-0.006707763671875089;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.111734;-0.004216308593750107;-0.4821923828124999;0.0;-0.006707763671875089;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.113854;-0.0034497070312498046;-0.4820007324218749;0.0;-0.006707763671875089;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.115971;-0.0030664062499998757;-0.481617431640625;0.0;-0.006707763671875089;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.118086;-0.00019165039062496447;-0.4810424804687501;0.0;-0.006707763671875089;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.120204;0.0011499023437497868;-0.4827673339843752;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.122327;0.0021081542968750533;-0.4829589843750002;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.124446;0.0017248535156251243;-0.48142578125;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.126572;0.0015332031250001599;-0.4810424804687501;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.130820;0.0021081542968750533;-0.47931762695312496;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.132939;0.002874755859374911;-0.4785510253906251;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.135066;0.00325805664062484;-0.47835937500000014;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.137179;0.0034497070312498046;-0.47893432617187504;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.139294;0.00325805664062484;-0.47989257812499986;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.141415;0.0034497070312498046;-0.4791259765625;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.143737;0.0021081542968750533;-0.47931762695312496;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.147789;0.0011499023437497868;-0.47931762695312496;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.149908;0.0005749511718748934;-0.481617431640625;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.152029;-0.0013415527343751954;-0.48353393554687507;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.154147;-0.0013415527343751954;-0.48238403320312484;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.156263;-0.0019165039062500888;-0.48238403320312484;0.0;-0.006132812500000195;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.158381;-0.004407958984375071;-0.48372558593750004;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.160503;-0.005366210937499893;-0.4844921874999999;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.162624;-0.005941162109374787;-0.4848754882812498;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.164740;-0.007282714843749982;-0.4867919921874999;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.166859;-0.007857666015624876;-0.4869836425781249;0.0;-0.00632446289062516;-0.48506713867187523;-0.004024658203125142;
2024-09-08-01:10:01.168975;-0.009390869140625036;-0.48794189453125014;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.171097;-0.009774169921874964;-0.49100830078125;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.173248;-0.010157470703124893;-0.4915832519531249;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.175383;-0.009007568359375107;-0.4917749023437499;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.177470;-0.009390869140625036;-0.4921582031249998;0.0;-0.00632446289062516;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.179583;-0.00958251953125;-0.49273315429687514;0.0;-0.00632446289062516;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.181692;-0.009390869140625036;-0.49311645507812507;0.0;-0.00632446289062516;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.183818;-0.009965820312499929;-0.49369140624999996;0.0;-0.006516113281250124;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.185935;-0.009390869140625036;-0.49311645507812507;0.0;-0.006516113281250124;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.188048;-0.009199218750000071;-0.493499755859375;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.190167;-0.009007568359375107;-0.49311645507812507;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.192289;-0.00958251953125;-0.49426635742187486;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.194411;-0.00958251953125;-0.493499755859375;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.196544;-0.010924072265625195;-0.49139160156249995;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.198663;-0.011307373046875124;-0.4904333496093751;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.200783;-0.011307373046875124;-0.48909179687499993;0.0;-0.006516113281250124;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.202898;-0.010924072265625195;-0.4904333496093751;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.205019;-0.011307373046875124;-0.49100830078125;0.0;-0.006707763671875089;-0.4856420898437501;-0.004024658203125142;
2024-09-08-01:10:01.209252;-0.012265624999999947;-0.48717529296874984;0.0;-0.006707763671875089;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.211369;-0.011882324218750018;-0.48602539062500005;0.0;-0.006707763671875089;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.213496;-0.012648925781249876;-0.48506713867187523;0.0;-0.006707763671875089;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.215614;-0.012648925781249876;-0.4858337402343751;0.0;-0.006899414062500053;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.217735;-0.013415527343750178;-0.4848754882812498;0.0;-0.006899414062500053;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.219859;-0.01284057617187484;-0.4833422851562501;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.221974;-0.012073974609374982;-0.4821923828124999;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.224089;-0.012073974609374982;-0.4821923828124999;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.226208;-0.011690673828125053;-0.48027587890625023;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.228338;-0.010540771484374822;-0.47931762695312496;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.230447;-0.01111572265625016;-0.47874267578125007;0.0;-0.006899414062500053;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.232579;-0.009007568359375107;-0.4781677246093752;0.0;-0.006899414062500053;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.234696;-0.00804931640624984;-0.47835937500000014;0.0;-0.006899414062500053;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.236816;-0.007091064453125018;-0.47893432617187504;0.0;-0.006899414062500053;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.238931;-0.006516113281250124;-0.4791259765625;0.0;-0.006899414062500053;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.241046;-0.00632446289062516;-0.47950927734374993;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.243163;-0.006132812500000195;-0.47893432617187504;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.245281;-0.004407958984375071;-0.4791259765625;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.247399;-0.0017248535156251243;-0.48027587890625023;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.249523;-0.0009582519531248224;-0.48123413085937505;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
2024-09-08-01:10:01.251639;-0.0007666015624998579;-0.48180908203124995;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.254489;0.00019165039062496447;-0.4810424804687501;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.255962;0.0005749511718748934;-0.4820007324218749;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.260124;0.0007666015624998579;-0.48372558593750004;0.0;-0.006516113281250124;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.262259;0.0021081542968750533;-0.4833422851562501;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.265063;0.0013415527343751954;-0.4848754882812498;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.266515;0.0022998046875000178;-0.4852587890625002;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.268619;0.0022998046875000178;-0.48602539062500005;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.270740;0.004216308593750107;-0.48660034179687495;0.0;-0.00632446289062516;-0.4852587890625002;-0.004024658203125142;
2024-09-08-01:10:01.272863;0.0026831054687499467;-0.4869836425781249;0.0;-0.006132812500000195;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.274981;0.003641357421875213;-0.48794189453125014;0.0;-0.006132812500000195;-0.48545043945312516;-0.004024658203125142;
2024-09-08-01:10:01.277106;0.005174560546874929;-0.48832519531250007;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.279219;0.0030664062499998757;-0.4873669433593748;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.282466;0.0026831054687499467;-0.48660034179687495;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.283460;0.0009582519531248224;-0.48660034179687495;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.285589;0.0007666015624998579;-0.48506713867187523;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.287704;0.00038330078124992895;-0.48430053710937493;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.289828;-0.0011499023437497868;-0.4852587890625002;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.291947;-0.0034497070312498046;-0.4858337402343751;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.294068;-0.0045996093750000355;-0.4858337402343751;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.296186;-0.007857666015624876;-0.48506713867187523;0.0;-0.006132812500000195;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.298305;-0.008240966796874805;-0.48545043945312516;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.300422;-0.008432617187500213;-0.48545043945312516;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.302908;-0.009007568359375107;-0.48545043945312516;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.304683;-0.010732421874999787;-0.4856420898437501;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.307121;-0.010732421874999787;-0.48640869140625;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.309026;-0.01111572265625016;-0.4881335449218751;0.0;-0.00632446289062516;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.311203;-0.011499023437500089;-0.4875585937500002;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.313139;-0.012265624999999947;-0.4873669433593748;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.315252;-0.013607177734375142;-0.486217041015625;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.317372;-0.01284057617187484;-0.48545043945312516;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.319487;-0.012073974609374982;-0.48640869140625;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.321621;-0.010540771484374822;-0.48717529296874984;0.0;-0.006516113281250124;-0.4856420898437501;-0.004216308593750107;
2024-09-08-01:10:01.323751;-0.010924072265625195;-0.48468383789062486;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.325859;-0.011499023437500089;-0.4856420898437501;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.328001;-0.011690673828125053;-0.48545043945312516;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.336012;-0.010732421874999787;-0.4829589843750002;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.336757;-0.010349121093749858;-0.4825756835937498;0.0;-0.006516113281250124;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.337659;-0.010157470703124893;-0.481617431640625;0.0;-0.006707763671875089;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.338464;-0.009390869140625036;-0.47989257812499986;0.0;-0.006707763671875089;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.344414;-0.009390869140625036;-0.47950927734374993;0.0;-0.006707763671875089;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.345211;-0.009390869140625036;-0.4800842285156248;0.0;-0.006707763671875089;-0.48545043945312516;-0.004216308593750107;
2024-09-08-01:10:01.345950;-0.009199218750000071;-0.4810424804687501;0.0;-0.006707763671875089;-0.4852587890625002;-0.004216308593750107;
